Serotype,Region,Subregion,Country,Admin.level.1,Latitude,Longitude,Animal.type,Species,Report.date
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.659074,105.50463,Domestic,Chicken,18/03/2010
H5N1,Asia,Southern Asia,Bangladesh,Dhaka,24.75784,90.4892,Domestic,Chicken,18/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-7.822786,112.679329,Domestic,Chicken,17/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Sumatera Barat,-0.410023,100.573006,Domestic,Chicken,17/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Riau,0.888153,102.101032,Domestic,Chicken,17/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-7.637655,111.318264,Domestic,Chicken,17/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Sumatera Selatan,-4.116233,104.184766,Domestic,Chicken,17/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.324223,109.399681,Domestic,Chicken,17/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.068456,105.040174,Domestic,Chicken,16/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.053478,110.929736,Domestic,Chicken,16/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Riau,1.757717,101.289091,Domestic,Chicken,16/03/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Quang Ninh,21.007424,106.829403,Domestic,Chicken,16/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.674854,103.433019,Domestic,Chicken,15/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.576131,108.416066,Domestic,Chicken,15/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.35935,111.111966,Domestic,Chicken,15/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.234107,110.60495,Domestic,Chicken,15/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-7.24928,108.185615,Domestic,Chicken,15/03/2010
H5N1,Asia,South-Eastern Asia,Cambodia,Takeo,10.935612,104.793443,Domestic,Duck,17/03/2010
H5N1,Asia,Southern Asia,Bhutan,Chhukha,26.86167,89.44139,Domestic,Chicken,24/03/2010
H5N1,Asia,Southern Asia,Bangladesh,Chittagong,22.50098,91.82862,Domestic,Chicken,14/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Sumatera Selatan,-4.448618,104.210342,Domestic,Chicken,13/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.341885,110.163864,Domestic,Chicken,13/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-0.894861,103.500036,Domestic,Chicken,12/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.455348,110.844997,Domestic,Chicken,12/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bengkulu,-4.505679,103.14012,Domestic,Chicken,12/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.600227,110.99384,Domestic,Chicken,12/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.43493,110.782313,Domestic,Chicken,12/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.100934,109.210702,Domestic,Chicken,12/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.439639,110.79127,Domestic,Chicken,12/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Daerah Istimewa Yogyakarta,-8.04432,110.463694,Domestic,Chicken,12/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Sumatera Selatan,-4.116233,104.184766,Domestic,Chicken,12/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.64067,111.526191,Domestic,Chicken,12/03/2010
H5N1,Asia,Southern Asia,Bhutan,Chhukha,26.9063,89.4272,Domestic,Chicken,15/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.108846,105.282516,Domestic,Chicken,11/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.525052,110.70862,Domestic,Chicken,11/03/2010
H5N1,Asia,Southern Asia,Bangladesh,Rangpur,26.0646,88.4619,Domestic,Chicken,13/03/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Bac Ninh,21.141634,106.107907,Domestic,Chicken,13/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.777202,110.87506,Domestic,Chicken,10/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Sumatera Selatan,-4.517475,104.108696,Domestic,Chicken,10/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.198198,110.430872,Domestic,Chicken,10/03/2010
H5N1,Asia,Southern Asia,Bangladesh,Rajshahi,24.90604,88.72794,Domestic,Chicken,9/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.534542,110.593675,Domestic,Chicken,9/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.357154,110.484366,Domestic,Chicken,9/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.62815,103.657865,Domestic,Chicken,9/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Daerah Istimewa Yogyakarta,-7.843807,110.636662,Domestic,Chicken,9/03/2010
H5N1,Asia,Southern Asia,Nepal,Western,27.683,84.063,Domestic,Unspecified Bird,13/03/2010
H5N1,Asia,Southern Asia,Nepal,Western,27.683,84.063,Domestic,Duck,13/03/2010
H5N1,Asia,Southern Asia,Nepal,Western,27.683,84.063,Domestic,Pigeon,13/03/2010
H5N1,Asia,Southern Asia,Nepal,Western,27.683,84.063,Domestic,Chicken,13/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.83252,105.133435,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.375772,105.170958,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.099207,105.053172,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.341096,108.05131,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.896277,105.052987,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.096822,105.333272,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.432285,110.237891,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Banten,-6.14264,106.154348,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.190796,110.401712,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.359008,108.326943,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Sumatera Barat,-0.532101,100.784703,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.536522,110.7117,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.958259,108.51716,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.911041,105.103876,Domestic,Unspecified Bird,9/04/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Sumatera Barat,-0.490951,100.803919,Domestic,Chicken,6/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Sumatera Barat,-0.889086,101.325657,Domestic,Chicken,6/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-2.748854,108.04884,Domestic,Chicken,6/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.609278,110.949236,Domestic,Chicken,5/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bengkulu,-4.49341,103.104419,Domestic,Chicken,5/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.085956,110.875978,Domestic,Chicken,5/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.659839,111.578451,Domestic,Chicken,5/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.36405,105.254019,Domestic,Chicken,5/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.681821,109.994978,Domestic,Chicken,5/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.362285,104.738603,Domestic,Chicken,5/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-2.247541,106.109048,Domestic,Chicken,5/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-7.044234,108.555527,Domestic,Chicken,5/03/2010
H5N1,Asia,Southern Asia,Nepal,Mid Western,28.1,81.67,Domestic,Unspecified Bird,20/03/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Ben Tre,10.058958,106.576707,Domestic,Duck,13/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.402736,104.751872,Domestic,Chicken,4/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.572337,110.26344,Domestic,Chicken,4/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Banten,-5.983031,106.00507,Domestic,Chicken,4/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.357567,108.062012,Domestic,Chicken,4/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.246706,110.43176,Domestic,Chicken,4/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.417483,104.7255,Domestic,Chicken,4/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.609305,103.636308,Domestic,Chicken,4/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.913572,105.241862,Domestic,Chicken,4/03/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Tuyen Quang,21.761927,105.134152,Domestic,Duck,8/03/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Tuyen Quang,21.761927,105.134152,Domestic,Chicken,8/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.630149,109.492358,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.768016,104.509798,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.429318,110.522108,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.828065,111.3855,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.408753,111.010856,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.854637,106.89977,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.536796,105.53622,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.440816,104.934433,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-2.330435,106.204615,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.188982,110.416775,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.852932,109.10839,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.649969,105.192886,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-7.135863,108.690522,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-8.210382,111.076392,Domestic,Chicken,3/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Sumatera Selatan,-4.12554,104.009654,Domestic,Chicken,3/03/2010
H5N1,Asia,Southern Asia,Nepal,Far Western,28.529,81.127,Domestic,Unspecified Bird,11/03/2010
H5N1,Asia,Southern Asia,Nepal,Far Western,28.529,81.127,Domestic,Duck,11/03/2010
H5N1,Asia,Southern Asia,Nepal,Far Western,28.529,81.127,Domestic,Pigeon,11/03/2010
H5N1,Asia,Southern Asia,Nepal,Far Western,28.529,81.127,Domestic,Chicken,11/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Daerah Istimewa Yogyakarta,-7.898124,110.141778,Domestic,Chicken,2/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.763407,107.942821,Domestic,Chicken,2/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.598486,103.652107,Domestic,Chicken,2/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Banten,-6.22759,106.647147,Domestic,Chicken,2/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.164832,110.632321,Domestic,Chicken,2/03/2010
H5N1,Asia,South-Eastern Asia,Myanmar,Sagaing,23.2384,95.0735,Domestic,Chicken,5/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.884882,109.127173,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.137414,105.294185,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Daerah Istimewa Yogyakarta,-8.019669,110.538558,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.368562,109.504743,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.384136,110.802683,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.357154,110.484366,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.154299,105.197192,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.798136,103.201723,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-7.008191,108.456418,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.550232,110.258186,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.780227,105.01276,Domestic,Chicken,1/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.6905,103.587166,Domestic,Chicken,28/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.40515,105.248766,Domestic,Chicken,28/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Daerah Istimewa Yogyakarta,-7.805277,110.404091,Domestic,Chicken,28/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.71298,104.57804,Domestic,Chicken,28/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.084978,105.331875,Domestic,Chicken,28/02/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Tuyen Quang,21.701694,105.284493,Domestic,Unspecified Bird,2/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.3853,105.29085,Domestic,Chicken,26/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-1.5907,105.601516,Domestic,Chicken,27/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.070476,105.325353,Domestic,Chicken,26/02/2010
H5N1,Asia,Southern Asia,Bangladesh,Dhaka,24.06703,90.45694,Domestic,Chicken,25/02/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Ha Giang,22.819169,104.976274,Domestic,Chicken,3/03/2010
H5N1,Asia,Southern Asia,Nepal,Mid Western,28.05,82.49,Domestic,Unspecified Bird,14/03/2010
H5N1,Asia,Southern Asia,Bhutan,Chhukha,26.8559,89.4047,Domestic,Chicken,15/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.570266,103.557216,Domestic,Chicken,25/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.029116,110.77065,Domestic,Chicken,25/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.795683,110.97005,Domestic,Chicken,26/02/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Khanh Hoa,12.507682,109.109465,Domestic,Chicken,25/02/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Khanh Hoa,12.750682,109.173324,Domestic,Common Quail:coturnix Coturnix(Phasianidae),25/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.651083,103.616033,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.5353,110.75525,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Riau,0.507533,101.496983,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.0488,110.840416,Domestic,Chicken,26/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.864333,104.964183,Domestic,Chicken,26/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Daerah Istimewa Yogyakarta,-7.87815,110.5986,Domestic,Chicken,28/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.338966,104.58455,Domestic,Chicken,28/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.720649,106.862327,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.075495,105.385409,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.769463,110.599104,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-7.037501,108.484633,Domestic,Chicken,24/02/2010
H5N1,Asia,Southern Asia,Bangladesh,Dhaka,23.87414,90.27284,Domestic,Chicken,23/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-2.194,106.067583,Domestic,Chicken,23/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.958233,105.263816,Domestic,Chicken,25/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.136266,110.41395,Domestic,Chicken,26/02/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Ca Mau,9.353325,105.002909,Domestic,Duck,25/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-7.440866,111.519116,Domestic,Chicken,22/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.359466,106.776366,Domestic,Chicken,23/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.1572,110.432783,Domestic,Chicken,23/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.3062,110.465183,Domestic,Chicken,23/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-2.09045,106.1114,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-2.1426,106.10685,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.153983,105.30235,Wild,Duck,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.3591,104.9478,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.69225,111.4517,Domestic,Chicken,22/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-7.623866,111.494083,Domestic,Chicken,22/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-6.838883,111.933783,Domestic,Chicken,22/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.9885,105.321316,Domestic,Chicken,26/02/2010
H5N1,Asia,Southern Asia,Bangladesh,Chittagong,21.48174,92.10782,Domestic,Chicken,20/02/2010
H5N1,Asia,Southern Asia,Bangladesh,Chittagong,21.48174,92.10782,Domestic,Chicken,20/02/2010
H5N1,Asia,Southern Asia,Bhutan,Chhukha,26.85,89.4832,Domestic,Unspecified Bird,2/03/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.747872,105.496863,Domestic,Duck,10/03/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.747872,105.496863,Domestic,Chicken,10/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.6936,111.075766,Domestic,Chicken,20/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-7.195066,112.171533,Domestic,Unspecified Bird,20/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-7.801133,111.538333,Domestic,Chicken,22/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-7.660416,111.331533,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.373616,105.130366,Domestic,Chicken,24/02/2010
H5N1,Asia,South-Eastern Asia,Myanmar,Yangon,16.907222,96.133333,Domestic,Duck,22/02/2010
H5N1,Asia,South-Eastern Asia,Myanmar,Yangon,16.907222,96.133333,Domestic,Chicken,22/02/2010
H5N1,Asia,Southern Asia,Nepal,Western,27.7,83.29,Domestic,Unspecified Bird,14/03/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.698933,111.320433,Domestic,Chicken,19/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.141133,110.413183,Domestic,Chicken,19/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.408383,109.418533,Domestic,Chicken,20/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-2.063266,105.2406,Domestic,Chicken,20/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.072016,105.358483,Domestic,Chicken,20/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.8286,107.951,Domestic,Chicken,21/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Daerah Istimewa Yogyakarta,-8.117033,110.645266,Domestic,Chicken,22/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.597016,110.679633,Domestic,Chicken,22/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.02275,105.204666,Domestic,Chicken,22/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.076716,105.281,Domestic,Chicken,22/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.1186,105.317366,Domestic,Chicken,25/02/2010
H5N1,Asia,Southern Asia,Bhutan,Chhukha,26.85,89.4,Domestic,Chicken,23/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.39685,108.201183,Domestic,Chicken,19/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.775116,111.055366,Domestic,Chicken,19/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-7.855616,111.493616,Domestic,Unspecified Bird,19/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.400016,110.229733,Domestic,Chicken,20/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.21995,105.62925,Domestic,Chicken,20/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Banten,-6.214316,106.684866,Domestic,Chicken,26/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-2.012066,101.414633,Domestic,Chicken,26/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.31645,108.3273,Domestic,Chicken,27/02/2010
H5N1,Asia,Southern Asia,Bangladesh,Chittagong,21.48174,92.10782,Domestic,Chicken,17/02/2010
H5N1,Asia,Southern Asia,Bangladesh,Chittagong,21.48174,92.10782,Domestic,Chicken,17/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.6905,103.587166,Domestic,Chicken,17/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Timur,-7.5353,111.901683,Domestic,Chicken,17/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.0037,105.288,Domestic,Chicken,17/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Daerah Istimewa Yogyakarta,-7.8443,110.67205,Domestic,Chicken,18/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.832883,107.935466,Domestic,Chicken,18/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.13145,110.8002,Domestic,Chicken,18/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.67425,110.659483,Domestic,Common Quail:coturnix Coturnix(Phasianidae),18/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.301066,110.525866,Domestic,Chicken,18/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.914716,105.360833,Domestic,Chicken,18/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-6.70145,111.325466,Domestic,Chicken,19/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Tengah,-7.756633,110.798266,Domestic,Chicken,20/02/2010
H5N1,Asia,Southern Asia,Bangladesh,Chittagong,21.48174,92.10782,Domestic,Chicken,16/02/2010
H5N1,Asia,Southern Asia,Nepal,Central,27.64,84.62,Domestic,Chicken,20/02/2010
H5N1,Asia,South-Eastern Asia,Viet Nam,Nghe An,18.6846895,105.7445736,Domestic,Duck,23/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.58585,103.58425,Domestic,Chicken,16/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jambi,-1.619933,103.577133,Domestic,Chicken,16/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.937483,105.195733,Domestic,Chicken,17/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.93585,105.211766,Domestic,Chicken,17/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Banten,-6.028633,105.99755,Domestic,Chicken,18/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Jawa Barat,-6.342833,108.22905,Domestic,Chicken,18/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-4.628083,104.664116,Domestic,Chicken,19/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-2.102016,106.1128,Domestic,Chicken,22/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Lampung,-5.360466,104.99535,Domestic,Chicken,22/02/2010
H5N1,Asia,Southern Asia,Bangladesh,Chittagong,21.48174,92.10782,Domestic,Chicken,15/02/2010
H5N1,Asia,Southern Asia,Bangladesh,Chittagong,21.48174,92.10782,Domestic,Chicken,15/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-2.032033,105.73735,Domestic,Chicken,15/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Bangka Belitung,-2.73625,107.630666,Domestic,Chicken,15/02/2010
H5N1,Asia,South-Eastern Asia,Indonesia,Sumatera Barat,-0.550483,100.8294,Domestic,Chicken,15/02/2010
